session_id,view_id,target_count,targets,target_00_path,target_01_path,target_02_path,complete_00_01_02,teacher_D01,teacher_D12,teacher_D02
auto_capture_20260701_165437,85,3,00;01;02,auto_capture_20260701_165437/images/view_0085_target_00.tif,auto_capture_20260701_165437/images/view_0085_target_01.tif,auto_capture_20260701_165437/images/view_0085_target_02.tif,True,True,True,True
auto_capture_20260701_165437,86,3,00;01;02,auto_capture_20260701_165437/images/view_0086_target_00.tif,auto_capture_20260701_165437/images/view_0086_target_01.tif,auto_capture_20260701_165437/images/view_0086_target_02.tif,True,True,True,True
auto_capture_20260701_165437,87,3,00;01;02,auto_capture_20260701_165437/images/view_0087_target_00.tif,auto_capture_20260701_165437/images/view_0087_target_01.tif,auto_capture_20260701_165437/images/view_0087_target_02.tif,True,True,True,True
auto_capture_20260701_165437,88,3,00;01;02,auto_capture_20260701_165437/images/view_0088_target_00.tif,auto_capture_20260701_165437/images/view_0088_target_01.tif,auto_capture_20260701_165437/images/view_0088_target_02.tif,True,True,True,True
auto_capture_20260701_165437,89,3,00;01;02,auto_capture_20260701_165437/images/view_0089_target_00.tif,auto_capture_20260701_165437/images/view_0089_target_01.tif,auto_capture_20260701_165437/images/view_0089_target_02.tif,True,True,True,True
auto_capture_20260701_165437,90,3,00;01;02,auto_capture_20260701_165437/images/view_0090_target_00.tif,auto_capture_20260701_165437/images/view_0090_target_01.tif,auto_capture_20260701_165437/images/view_0090_target_02.tif,True,True,True,True
auto_capture_20260701_165437,91,3,00;01;02,auto_capture_20260701_165437/images/view_0091_target_00.tif,auto_capture_20260701_165437/images/view_0091_target_01.tif,auto_capture_20260701_165437/images/view_0091_target_02.tif,True,True,True,True
auto_capture_20260701_165437,92,3,00;01;02,auto_capture_20260701_165437/images/view_0092_target_00.tif,auto_capture_20260701_165437/images/view_0092_target_01.tif,auto_capture_20260701_165437/images/view_0092_target_02.tif,True,True,True,True
auto_capture_20260701_165437,93,3,00;01;02,auto_capture_20260701_165437/images/view_0093_target_00.tif,auto_capture_20260701_165437/images/view_0093_target_01.tif,auto_capture_20260701_165437/images/view_0093_target_02.tif,True,True,True,True
auto_capture_20260701_165437,94,3,00;01;02,auto_capture_20260701_165437/images/view_0094_target_00.tif,auto_capture_20260701_165437/images/view_0094_target_01.tif,auto_capture_20260701_165437/images/view_0094_target_02.tif,True,True,True,True
auto_capture_20260701_165437,95,3,00;01;02,auto_capture_20260701_165437/images/view_0095_target_00.tif,auto_capture_20260701_165437/images/view_0095_target_01.tif,auto_capture_20260701_165437/images/view_0095_target_02.tif,True,True,True,True
auto_capture_20260701_165437,96,3,00;01;02,auto_capture_20260701_165437/images/view_0096_target_00.tif,auto_capture_20260701_165437/images/view_0096_target_01.tif,auto_capture_20260701_165437/images/view_0096_target_02.tif,True,True,True,True
auto_capture_20260701_165437,97,3,00;01;02,auto_capture_20260701_165437/images/view_0097_target_00.tif,auto_capture_20260701_165437/images/view_0097_target_01.tif,auto_capture_20260701_165437/images/view_0097_target_02.tif,True,True,True,True
auto_capture_20260701_165437,98,3,00;01;02,auto_capture_20260701_165437/images/view_0098_target_00.tif,auto_capture_20260701_165437/images/view_0098_target_01.tif,auto_capture_20260701_165437/images/view_0098_target_02.tif,True,True,True,True
auto_capture_20260701_165437,99,3,00;01;02,auto_capture_20260701_165437/images/view_0099_target_00.tif,auto_capture_20260701_165437/images/view_0099_target_01.tif,auto_capture_20260701_165437/images/view_0099_target_02.tif,True,True,True,True
auto_capture_20260701_165437,100,3,00;01;02,auto_capture_20260701_165437/images/view_0100_target_00.tif,auto_capture_20260701_165437/images/view_0100_target_01.tif,auto_capture_20260701_165437/images/view_0100_target_02.tif,True,True,True,True
auto_capture_20260701_165437,101,3,00;01;02,auto_capture_20260701_165437/images/view_0101_target_00.tif,auto_capture_20260701_165437/images/view_0101_target_01.tif,auto_capture_20260701_165437/images/view_0101_target_02.tif,True,True,True,True
auto_capture_20260701_165437,102,3,00;01;02,auto_capture_20260701_165437/images/view_0102_target_00.tif,auto_capture_20260701_165437/images/view_0102_target_01.tif,auto_capture_20260701_165437/images/view_0102_target_02.tif,True,True,True,True
auto_capture_20260701_165437,103,3,00;01;02,auto_capture_20260701_165437/images/view_0103_target_00.tif,auto_capture_20260701_165437/images/view_0103_target_01.tif,auto_capture_20260701_165437/images/view_0103_target_02.tif,True,True,True,True
auto_capture_20260701_165437,104,3,00;01;02,auto_capture_20260701_165437/images/view_0104_target_00.tif,auto_capture_20260701_165437/images/view_0104_target_01.tif,auto_capture_20260701_165437/images/view_0104_target_02.tif,True,True,True,True
auto_capture_20260702_092708,0,3,00;01;02,auto_capture_20260702_092708/images/view_0000_target_00.tif,auto_capture_20260702_092708/images/view_0000_target_01.tif,auto_capture_20260702_092708/images/view_0000_target_02.tif,True,True,True,True
auto_capture_20260702_092708,1,3,00;01;02,auto_capture_20260702_092708/images/view_0001_target_00.tif,auto_capture_20260702_092708/images/view_0001_target_01.tif,auto_capture_20260702_092708/images/view_0001_target_02.tif,True,True,True,True
auto_capture_20260702_092708,2,3,00;01;02,auto_capture_20260702_092708/images/view_0002_target_00.tif,auto_capture_20260702_092708/images/view_0002_target_01.tif,auto_capture_20260702_092708/images/view_0002_target_02.tif,True,True,True,True
auto_capture_20260702_092708,3,3,00;01;02,auto_capture_20260702_092708/images/view_0003_target_00.tif,auto_capture_20260702_092708/images/view_0003_target_01.tif,auto_capture_20260702_092708/images/view_0003_target_02.tif,True,True,True,True
auto_capture_20260702_092708,4,3,00;01;02,auto_capture_20260702_092708/images/view_0004_target_00.tif,auto_capture_20260702_092708/images/view_0004_target_01.tif,auto_capture_20260702_092708/images/view_0004_target_02.tif,True,True,True,True
auto_capture_20260702_092708,5,3,00;01;02,auto_capture_20260702_092708/images/view_0005_target_00.tif,auto_capture_20260702_092708/images/view_0005_target_01.tif,auto_capture_20260702_092708/images/view_0005_target_02.tif,True,True,True,True
auto_capture_20260702_092708,6,3,00;01;02,auto_capture_20260702_092708/images/view_0006_target_00.tif,auto_capture_20260702_092708/images/view_0006_target_01.tif,auto_capture_20260702_092708/images/view_0006_target_02.tif,True,True,True,True
auto_capture_20260702_092708,7,3,00;01;02,auto_capture_20260702_092708/images/view_0007_target_00.tif,auto_capture_20260702_092708/images/view_0007_target_01.tif,auto_capture_20260702_092708/images/view_0007_target_02.tif,True,True,True,True
auto_capture_20260702_092708,8,3,00;01;02,auto_capture_20260702_092708/images/view_0008_target_00.tif,auto_capture_20260702_092708/images/view_0008_target_01.tif,auto_capture_20260702_092708/images/view_0008_target_02.tif,True,True,True,True
auto_capture_20260702_092708,9,3,00;01;02,auto_capture_20260702_092708/images/view_0009_target_00.tif,auto_capture_20260702_092708/images/view_0009_target_01.tif,auto_capture_20260702_092708/images/view_0009_target_02.tif,True,True,True,True
auto_capture_20260702_092708,10,3,00;01;02,auto_capture_20260702_092708/images/view_0010_target_00.tif,auto_capture_20260702_092708/images/view_0010_target_01.tif,auto_capture_20260702_092708/images/view_0010_target_02.tif,True,True,True,True
auto_capture_20260702_092708,11,3,00;01;02,auto_capture_20260702_092708/images/view_0011_target_00.tif,auto_capture_20260702_092708/images/view_0011_target_01.tif,auto_capture_20260702_092708/images/view_0011_target_02.tif,True,True,True,True
auto_capture_20260702_092708,12,3,00;01;02,auto_capture_20260702_092708/images/view_0012_target_00.tif,auto_capture_20260702_092708/images/view_0012_target_01.tif,auto_capture_20260702_092708/images/view_0012_target_02.tif,True,True,True,True
auto_capture_20260702_092708,13,3,00;01;02,auto_capture_20260702_092708/images/view_0013_target_00.tif,auto_capture_20260702_092708/images/view_0013_target_01.tif,auto_capture_20260702_092708/images/view_0013_target_02.tif,True,True,True,True
auto_capture_20260702_092708,14,3,00;01;02,auto_capture_20260702_092708/images/view_0014_target_00.tif,auto_capture_20260702_092708/images/view_0014_target_01.tif,auto_capture_20260702_092708/images/view_0014_target_02.tif,True,True,True,True
auto_capture_20260702_092708,15,3,00;01;02,auto_capture_20260702_092708/images/view_0015_target_00.tif,auto_capture_20260702_092708/images/view_0015_target_01.tif,auto_capture_20260702_092708/images/view_0015_target_02.tif,True,True,True,True
auto_capture_20260702_092708,16,3,00;01;02,auto_capture_20260702_092708/images/view_0016_target_00.tif,auto_capture_20260702_092708/images/view_0016_target_01.tif,auto_capture_20260702_092708/images/view_0016_target_02.tif,True,True,True,True
