session_id,relative_path,file_name,extension,file_size_bytes,is_image,view_id,target_index,shape,dtype,base_x_mm,base_y_mm,target_x_mm,target_y_mm,offset_mm,min,max,mean,sat_ratio,status
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0078_target_02.tif,view_0078_target_02.tif,.tif,6324480,True,78.0,2.0,1544x2048,uint16,-13.1,-108.46,-13.3,-108.46,-0.2,797.0,1525.0,1094.758544921875,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0079_target_00.tif,view_0079_target_00.tif,.tif,6324480,True,79.0,0.0,1544x2048,uint16,-26.2,-108.46,-26.2,-108.46,0.0,798.0,1492.0,1094.0462646484375,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0079_target_01.tif,view_0079_target_01.tif,.tif,6324480,True,79.0,1.0,1544x2048,uint16,-26.2,-108.46,-26.3,-108.46,-0.1,796.0,1491.0,1093.01025390625,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0079_target_02.tif,view_0079_target_02.tif,.tif,6324480,True,79.0,2.0,1544x2048,uint16,-26.2,-108.46,-26.4,-108.46,-0.2,796.0,1499.0,1092.9356689453125,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0080_target_00.tif,view_0080_target_00.tif,.tif,6324480,True,80.0,0.0,1544x2048,uint16,-39.3,-108.46,-39.3,-108.46,0.0,795.0,1498.0,1092.51171875,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0080_target_01.tif,view_0080_target_01.tif,.tif,6324480,True,80.0,1.0,1544x2048,uint16,-39.3,-108.46,-39.4,-108.46,-0.1,795.0,1498.0,1092.5023193359375,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0080_target_02.tif,view_0080_target_02.tif,.tif,6324480,True,80.0,2.0,1544x2048,uint16,-39.3,-108.46,-39.5,-108.46,-0.2,796.0,1546.0,1093.46337890625,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0081_target_00.tif,view_0081_target_00.tif,.tif,6324480,True,81.0,0.0,1544x2048,uint16,-52.4,-108.46,-52.4,-108.46,0.0,797.0,1542.0,1092.6285400390625,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0081_target_01.tif,view_0081_target_01.tif,.tif,6324480,True,81.0,1.0,1544x2048,uint16,-52.4,-108.46,-52.5,-108.46,-0.1,798.0,1492.0,1093.6044921875,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0081_target_02.tif,view_0081_target_02.tif,.tif,6324480,True,81.0,2.0,1544x2048,uint16,-52.4,-108.46,-52.6,-108.46,-0.2,796.0,1507.0,1093.598876953125,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0082_target_00.tif,view_0082_target_00.tif,.tif,6324480,True,82.0,0.0,1544x2048,uint16,-65.5,-108.46,-65.5,-108.46,0.0,795.0,1479.0,1092.914794921875,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0082_target_01.tif,view_0082_target_01.tif,.tif,6324480,True,82.0,1.0,1544x2048,uint16,-65.5,-108.46,-65.6,-108.46,-0.1,795.0,1504.0,1092.9361572265625,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0082_target_02.tif,view_0082_target_02.tif,.tif,6324480,True,82.0,2.0,1544x2048,uint16,-65.5,-108.46,-65.7,-108.46,-0.2,795.0,1482.0,1092.90625,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0083_target_00.tif,view_0083_target_00.tif,.tif,6324480,True,83.0,0.0,1544x2048,uint16,-78.6,-108.46,-78.6,-108.46,0.0,796.0,1488.0,1093.2064208984375,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0083_target_01.tif,view_0083_target_01.tif,.tif,6324480,True,83.0,1.0,1544x2048,uint16,-78.6,-108.46,-78.7,-108.46,-0.1,796.0,1508.0,1093.2109375,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0083_target_02.tif,view_0083_target_02.tif,.tif,6324480,True,83.0,2.0,1544x2048,uint16,-78.6,-108.46,-78.8,-108.46,-0.2,793.0,1508.0,1093.1451416015625,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0084_target_00.tif,view_0084_target_00.tif,.tif,6324480,True,84.0,0.0,1544x2048,uint16,0.0,-118.32,0.0,-118.32,0.0,846.0,1732.0,1218.6082763671875,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0084_target_01.tif,view_0084_target_01.tif,.tif,6324480,True,84.0,1.0,1544x2048,uint16,0.0,-118.32,-0.1,-118.32,-0.1,847.0,1747.0,1216.1749267578125,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0084_target_02.tif,view_0084_target_02.tif,.tif,6324480,True,84.0,2.0,1544x2048,uint16,0.0,-118.32,-0.2,-118.32,-0.2,845.0,1743.0,1213.808837890625,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0085_target_00.tif,view_0085_target_00.tif,.tif,6324480,True,85.0,0.0,1544x2048,uint16,-13.1,-118.32,-13.1,-118.32,0.0,797.0,1495.0,1094.1513671875,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0085_target_01.tif,view_0085_target_01.tif,.tif,6324480,True,85.0,1.0,1544x2048,uint16,-13.1,-118.32,-13.2,-118.32,-0.1,796.0,1524.0,1093.05712890625,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0085_target_02.tif,view_0085_target_02.tif,.tif,6324480,True,85.0,2.0,1544x2048,uint16,-13.1,-118.32,-13.3,-118.32,-0.2,797.0,1485.0,1093.057373046875,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0086_target_00.tif,view_0086_target_00.tif,.tif,6324480,True,86.0,0.0,1544x2048,uint16,-26.2,-118.32,-26.2,-118.32,0.0,798.0,1517.0,1093.3583984375,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0086_target_01.tif,view_0086_target_01.tif,.tif,6324480,True,86.0,1.0,1544x2048,uint16,-26.2,-118.32,-26.3,-118.32,-0.1,794.0,1518.0,1092.3363037109375,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0086_target_02.tif,view_0086_target_02.tif,.tif,6324480,True,86.0,2.0,1544x2048,uint16,-26.2,-118.32,-26.4,-118.32,-0.2,794.0,1506.0,1092.303466796875,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0087_target_00.tif,view_0087_target_00.tif,.tif,6324480,True,87.0,0.0,1544x2048,uint16,-39.3,-118.32,-39.3,-118.32,0.0,795.0,1519.0,1092.8046875,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0087_target_01.tif,view_0087_target_01.tif,.tif,6324480,True,87.0,1.0,1544x2048,uint16,-39.3,-118.32,-39.4,-118.32,-0.1,795.0,1488.0,1091.7767333984375,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0087_target_02.tif,view_0087_target_02.tif,.tif,6324480,True,87.0,2.0,1544x2048,uint16,-39.3,-118.32,-39.5,-118.32,-0.2,794.0,1501.0,1091.7689208984375,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0088_target_00.tif,view_0088_target_00.tif,.tif,6324480,True,88.0,0.0,1544x2048,uint16,-52.4,-118.32,-52.4,-118.32,0.0,793.0,1497.0,1091.87060546875,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0088_target_01.tif,view_0088_target_01.tif,.tif,6324480,True,88.0,1.0,1544x2048,uint16,-52.4,-118.32,-52.5,-118.32,-0.1,795.0,1470.0,1091.8436279296875,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0088_target_02.tif,view_0088_target_02.tif,.tif,6324480,True,88.0,2.0,1544x2048,uint16,-52.4,-118.32,-52.6,-118.32,-0.2,795.0,1488.0,1091.80517578125,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0089_target_00.tif,view_0089_target_00.tif,.tif,6324480,True,89.0,0.0,1544x2048,uint16,-65.5,-118.32,-65.5,-118.32,0.0,794.0,1471.0,1092.1734619140625,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0089_target_01.tif,view_0089_target_01.tif,.tif,6324480,True,89.0,1.0,1544x2048,uint16,-65.5,-118.32,-65.6,-118.32,-0.1,795.0,1530.0,1092.170654296875,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0089_target_02.tif,view_0089_target_02.tif,.tif,6324480,True,89.0,2.0,1544x2048,uint16,-65.5,-118.32,-65.7,-118.32,-0.2,794.0,1490.0,1092.139892578125,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0090_target_00.tif,view_0090_target_00.tif,.tif,6324480,True,90.0,0.0,1544x2048,uint16,-78.6,-118.32,-78.6,-118.32,0.0,795.0,1510.0,1093.5262451171875,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0090_target_01.tif,view_0090_target_01.tif,.tif,6324480,True,90.0,1.0,1544x2048,uint16,-78.6,-118.32,-78.7,-118.32,-0.1,796.0,1496.0,1092.5137939453125,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0090_target_02.tif,view_0090_target_02.tif,.tif,6324480,True,90.0,2.0,1544x2048,uint16,-78.6,-118.32,-78.8,-118.32,-0.2,795.0,1482.0,1092.5206298828125,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0091_target_00.tif,view_0091_target_00.tif,.tif,6324480,True,91.0,0.0,1544x2048,uint16,0.0,-128.18,0.0,-128.18,0.0,854.0,1732.0,1287.14599609375,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0091_target_01.tif,view_0091_target_01.tif,.tif,6324480,True,91.0,1.0,1544x2048,uint16,0.0,-128.18,-0.1,-128.18,-0.1,853.0,1761.0,1284.8150634765625,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0091_target_02.tif,view_0091_target_02.tif,.tif,6324480,True,91.0,2.0,1544x2048,uint16,0.0,-128.18,-0.2,-128.18,-0.2,853.0,1728.0,1282.522216796875,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0092_target_00.tif,view_0092_target_00.tif,.tif,6324480,True,92.0,0.0,1544x2048,uint16,-13.1,-128.18,-13.1,-128.18,0.0,796.0,1517.0,1093.50341796875,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0092_target_01.tif,view_0092_target_01.tif,.tif,6324480,True,92.0,1.0,1544x2048,uint16,-13.1,-128.18,-13.2,-128.18,-0.1,797.0,1509.0,1093.417236328125,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0092_target_02.tif,view_0092_target_02.tif,.tif,6324480,True,92.0,2.0,1544x2048,uint16,-13.1,-128.18,-13.3,-128.18,-0.2,796.0,1510.0,1093.318603515625,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0093_target_00.tif,view_0093_target_00.tif,.tif,6324480,True,93.0,0.0,1544x2048,uint16,-26.2,-128.18,-26.2,-128.18,0.0,795.0,1530.0,1092.8876953125,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0093_target_01.tif,view_0093_target_01.tif,.tif,6324480,True,93.0,1.0,1544x2048,uint16,-26.2,-128.18,-26.3,-128.18,-0.1,794.0,1485.0,1091.832275390625,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0093_target_02.tif,view_0093_target_02.tif,.tif,6324480,True,93.0,2.0,1544x2048,uint16,-26.2,-128.18,-26.4,-128.18,-0.2,797.0,1506.0,1092.825439453125,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0094_target_00.tif,view_0094_target_00.tif,.tif,6324480,True,94.0,0.0,1544x2048,uint16,-39.3,-128.18,-39.3,-128.18,0.0,794.0,1489.0,1091.2325439453125,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0094_target_01.tif,view_0094_target_01.tif,.tif,6324480,True,94.0,1.0,1544x2048,uint16,-39.3,-128.18,-39.4,-128.18,-0.1,793.0,1493.0,1092.232666015625,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0094_target_02.tif,view_0094_target_02.tif,.tif,6324480,True,94.0,2.0,1544x2048,uint16,-39.3,-128.18,-39.5,-128.18,-0.2,795.0,1485.0,1092.20849609375,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0095_target_00.tif,view_0095_target_00.tif,.tif,6324480,True,95.0,0.0,1544x2048,uint16,-52.4,-128.18,-52.4,-128.18,0.0,792.0,1501.0,1091.4124755859375,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0095_target_01.tif,view_0095_target_01.tif,.tif,6324480,True,95.0,1.0,1544x2048,uint16,-52.4,-128.18,-52.5,-128.18,-0.1,793.0,1522.0,1091.3758544921875,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0095_target_02.tif,view_0095_target_02.tif,.tif,6324480,True,95.0,2.0,1544x2048,uint16,-52.4,-128.18,-52.6,-128.18,-0.2,796.0,1490.0,1091.3770751953125,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0096_target_00.tif,view_0096_target_00.tif,.tif,6324480,True,96.0,0.0,1544x2048,uint16,-65.5,-128.18,-65.5,-128.18,0.0,795.0,1527.0,1092.7308349609375,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0096_target_01.tif,view_0096_target_01.tif,.tif,6324480,True,96.0,1.0,1544x2048,uint16,-65.5,-128.18,-65.6,-128.18,-0.1,794.0,1491.0,1091.7039794921875,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0096_target_02.tif,view_0096_target_02.tif,.tif,6324480,True,96.0,2.0,1544x2048,uint16,-65.5,-128.18,-65.7,-128.18,-0.2,794.0,1511.0,1091.693603515625,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0097_target_00.tif,view_0097_target_00.tif,.tif,6324480,True,97.0,0.0,1544x2048,uint16,-78.6,-128.18,-78.6,-128.18,0.0,794.0,1529.0,1091.8101806640625,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0097_target_01.tif,view_0097_target_01.tif,.tif,6324480,True,97.0,1.0,1544x2048,uint16,-78.6,-128.18,-78.7,-128.18,-0.1,796.0,1505.0,1092.7977294921875,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0097_target_02.tif,view_0097_target_02.tif,.tif,6324480,True,97.0,2.0,1544x2048,uint16,-78.6,-128.18,-78.8,-128.18,-0.2,795.0,1529.0,1092.7489013671875,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0098_target_00.tif,view_0098_target_00.tif,.tif,6324480,True,98.0,0.0,1544x2048,uint16,0.0,-138.04,0.0,-138.04,0.0,865.0,1756.0,1361.667236328125,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0098_target_01.tif,view_0098_target_01.tif,.tif,6324480,True,98.0,1.0,1544x2048,uint16,0.0,-138.04,-0.1,-138.04,-0.1,863.0,1730.0,1360.3441162109375,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0098_target_02.tif,view_0098_target_02.tif,.tif,6324480,True,98.0,2.0,1544x2048,uint16,0.0,-138.04,-0.2,-138.04,-0.2,865.0,1738.0,1359.09423828125,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0099_target_00.tif,view_0099_target_00.tif,.tif,6324480,True,99.0,0.0,1544x2048,uint16,-13.1,-138.04,-13.1,-138.04,0.0,806.0,1565.0,1106.0084228515625,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0099_target_01.tif,view_0099_target_01.tif,.tif,6324480,True,99.0,1.0,1544x2048,uint16,-13.1,-138.04,-13.2,-138.04,-0.1,805.0,1554.0,1105.1217041015625,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0099_target_02.tif,view_0099_target_02.tif,.tif,6324480,True,99.0,2.0,1544x2048,uint16,-13.1,-138.04,-13.3,-138.04,-0.2,806.0,1514.0,1104.2239990234375,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0100_target_00.tif,view_0100_target_00.tif,.tif,6324480,True,100.0,0.0,1544x2048,uint16,-26.2,-138.04,-26.2,-138.04,0.0,793.0,1508.0,1091.146484375,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0100_target_01.tif,view_0100_target_01.tif,.tif,6324480,True,100.0,1.0,1544x2048,uint16,-26.2,-138.04,-26.3,-138.04,-0.1,793.0,1492.0,1091.1346435546875,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0100_target_02.tif,view_0100_target_02.tif,.tif,6324480,True,100.0,2.0,1544x2048,uint16,-26.2,-138.04,-26.4,-138.04,-0.2,795.0,1495.0,1092.1126708984375,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0101_target_00.tif,view_0101_target_00.tif,.tif,6324480,True,101.0,0.0,1544x2048,uint16,-39.3,-138.04,-39.3,-138.04,0.0,793.0,1509.0,1090.5487060546875,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0101_target_01.tif,view_0101_target_01.tif,.tif,6324480,True,101.0,1.0,1544x2048,uint16,-39.3,-138.04,-39.4,-138.04,-0.1,794.0,1518.0,1091.522705078125,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0101_target_02.tif,view_0101_target_02.tif,.tif,6324480,True,101.0,2.0,1544x2048,uint16,-39.3,-138.04,-39.5,-138.04,-0.2,793.0,1514.0,1090.5164794921875,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0102_target_00.tif,view_0102_target_00.tif,.tif,6324480,True,102.0,0.0,1544x2048,uint16,-52.4,-138.04,-52.4,-138.04,0.0,796.0,1488.0,1091.61572265625,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0102_target_01.tif,view_0102_target_01.tif,.tif,6324480,True,102.0,1.0,1544x2048,uint16,-52.4,-138.04,-52.5,-138.04,-0.1,793.0,1474.0,1090.5615234375,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0102_target_02.tif,view_0102_target_02.tif,.tif,6324480,True,102.0,2.0,1544x2048,uint16,-52.4,-138.04,-52.6,-138.04,-0.2,793.0,1504.0,1090.55322265625,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0103_target_00.tif,view_0103_target_00.tif,.tif,6324480,True,103.0,0.0,1544x2048,uint16,-65.5,-138.04,-65.5,-138.04,0.0,794.0,1507.0,1090.9132080078125,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0103_target_01.tif,view_0103_target_01.tif,.tif,6324480,True,103.0,1.0,1544x2048,uint16,-65.5,-138.04,-65.6,-138.04,-0.1,796.0,1548.0,1091.894775390625,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0103_target_02.tif,view_0103_target_02.tif,.tif,6324480,True,103.0,2.0,1544x2048,uint16,-65.5,-138.04,-65.7,-138.04,-0.2,795.0,1490.0,1090.8565673828125,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0104_target_00.tif,view_0104_target_00.tif,.tif,6324480,True,104.0,0.0,1544x2048,uint16,-78.6,-138.04,-78.6,-138.04,0.0,794.0,1503.0,1090.9339599609375,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0104_target_01.tif,view_0104_target_01.tif,.tif,6324480,True,104.0,1.0,1544x2048,uint16,-78.6,-138.04,-78.7,-138.04,-0.1,794.0,1527.0,1090.9073486328125,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/images/view_0104_target_02.tif,view_0104_target_02.tif,.tif,6324480,True,104.0,2.0,1544x2048,uint16,-78.6,-138.04,-78.8,-138.04,-0.2,794.0,1493.0,1090.8897705078125,0.0,ok
auto_capture_20260701_165437,auto_capture_20260701_165437/logs/run.log,run.log,.log,176839,False,,,,,,,,,,,,,,
auto_capture_20260701_165437,auto_capture_20260701_165437/logs/smc600_move_log.csv,smc600_move_log.csv,.csv,75639,False,,,,,,,,,,,,,,
auto_capture_20260701_165437,auto_capture_20260701_165437/metadata.csv,metadata.csv,.csv,48356,False,,,,,,,,,,,,,,
auto_capture_20260702_092708,auto_capture_20260702_092708/config_used.yaml,config_used.yaml,.yaml,1022,False,,,,,,,,,,,,,,
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0000_target_00.tif,view_0000_target_00.tif,.tif,6324480,True,0.0,0.0,1544x2048,uint16,0.0,-147.9,0.0,-147.9,0.0,989.0,1726.0,1373.1729736328125,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0000_target_01.tif,view_0000_target_01.tif,.tif,6324480,True,0.0,1.0,1544x2048,uint16,0.0,-147.9,-0.1,-147.9,-0.1,990.0,1758.0,1374.619384765625,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0000_target_02.tif,view_0000_target_02.tif,.tif,6324480,True,0.0,2.0,1544x2048,uint16,0.0,-147.9,-0.2,-147.9,-0.2,990.0,1731.0,1374.9986572265625,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0001_target_00.tif,view_0001_target_00.tif,.tif,6324480,True,1.0,0.0,1544x2048,uint16,-13.1,-147.9,-13.1,-147.9,0.0,841.0,1741.0,1198.8848876953125,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0001_target_01.tif,view_0001_target_01.tif,.tif,6324480,True,1.0,1.0,1544x2048,uint16,-13.1,-147.9,-13.2,-147.9,-0.1,843.0,1744.0,1197.934326171875,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0001_target_02.tif,view_0001_target_02.tif,.tif,6324480,True,1.0,2.0,1544x2048,uint16,-13.1,-147.9,-13.3,-147.9,-0.2,841.0,1731.0,1194.899658203125,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0002_target_00.tif,view_0002_target_00.tif,.tif,6324480,True,2.0,0.0,1544x2048,uint16,-26.2,-147.9,-26.2,-147.9,0.0,793.0,1519.0,1088.287841796875,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0002_target_01.tif,view_0002_target_01.tif,.tif,6324480,True,2.0,1.0,1544x2048,uint16,-26.2,-147.9,-26.3,-147.9,-0.1,793.0,1502.0,1088.4154052734375,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0002_target_02.tif,view_0002_target_02.tif,.tif,6324480,True,2.0,2.0,1544x2048,uint16,-26.2,-147.9,-26.4,-147.9,-0.2,792.0,1503.0,1088.448974609375,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0003_target_00.tif,view_0003_target_00.tif,.tif,6324480,True,3.0,0.0,1544x2048,uint16,-39.3,-147.9,-39.3,-147.9,0.0,793.0,1462.0,1087.6187744140625,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0003_target_01.tif,view_0003_target_01.tif,.tif,6324480,True,3.0,1.0,1544x2048,uint16,-39.3,-147.9,-39.4,-147.9,-0.1,793.0,1497.0,1087.638427734375,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0003_target_02.tif,view_0003_target_02.tif,.tif,6324480,True,3.0,2.0,1544x2048,uint16,-39.3,-147.9,-39.5,-147.9,-0.2,791.0,1527.0,1087.6580810546875,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0004_target_00.tif,view_0004_target_00.tif,.tif,6324480,True,4.0,0.0,1544x2048,uint16,-52.4,-147.9,-52.4,-147.9,0.0,792.0,1469.0,1088.476806640625,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0004_target_01.tif,view_0004_target_01.tif,.tif,6324480,True,4.0,1.0,1544x2048,uint16,-52.4,-147.9,-52.5,-147.9,-0.1,792.0,1505.0,1087.480224609375,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0004_target_02.tif,view_0004_target_02.tif,.tif,6324480,True,4.0,2.0,1544x2048,uint16,-52.4,-147.9,-52.6,-147.9,-0.2,791.0,1533.0,1087.4876708984375,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0005_target_00.tif,view_0005_target_00.tif,.tif,6324480,True,5.0,0.0,1544x2048,uint16,-65.5,-147.9,-65.5,-147.9,0.0,792.0,1531.0,1087.7296142578125,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0005_target_01.tif,view_0005_target_01.tif,.tif,6324480,True,5.0,1.0,1544x2048,uint16,-65.5,-147.9,-65.6,-147.9,-0.1,794.0,1526.0,1088.74560546875,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0005_target_02.tif,view_0005_target_02.tif,.tif,6324480,True,5.0,2.0,1544x2048,uint16,-65.5,-147.9,-65.7,-147.9,-0.2,791.0,1494.0,1087.7320556640625,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0006_target_00.tif,view_0006_target_00.tif,.tif,6324480,True,6.0,0.0,1544x2048,uint16,-78.6,-147.9,-78.6,-147.9,0.0,793.0,1479.0,1087.737060546875,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0006_target_01.tif,view_0006_target_01.tif,.tif,6324480,True,6.0,1.0,1544x2048,uint16,-78.6,-147.9,-78.7,-147.9,-0.1,793.0,1477.0,1088.7413330078125,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0006_target_02.tif,view_0006_target_02.tif,.tif,6324480,True,6.0,2.0,1544x2048,uint16,-78.6,-147.9,-78.8,-147.9,-0.2,793.0,1530.0,1088.7115478515625,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0007_target_00.tif,view_0007_target_00.tif,.tif,6324480,True,7.0,0.0,1544x2048,uint16,0.0,-157.76,0.0,-157.76,0.0,990.0,1730.0,1375.553466796875,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0007_target_01.tif,view_0007_target_01.tif,.tif,6324480,True,7.0,1.0,1544x2048,uint16,0.0,-157.76,-0.1,-157.76,-0.1,992.0,1753.0,1376.5108642578125,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0007_target_02.tif,view_0007_target_02.tif,.tif,6324480,True,7.0,2.0,1544x2048,uint16,0.0,-157.76,-0.2,-157.76,-0.2,993.0,1744.0,1376.4879150390625,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0008_target_00.tif,view_0008_target_00.tif,.tif,6324480,True,8.0,0.0,1544x2048,uint16,-13.1,-157.76,-13.1,-157.76,0.0,859.0,1755.0,1340.046142578125,0.0,ok
auto_capture_20260702_092708,auto_capture_20260702_092708/images/view_0008_target_01.tif,view_0008_target_01.tif,.tif,6324480,True,8.0,1.0,1544x2048,uint16,-13.1,-157.76,-13.2,-157.76,-0.1,858.0,1740.0,1339.6927490234375,0.0,ok
